NBR,AIRLINES,ACTIONCODE,ARR,DEP,From,To,DOS,OverN,SEATS,TYPE,ORR,PRE,ETA_R,ETD_R,ETA_C,ETD_C,NEX,DES,SERVICE TYPE,1,2,3,4,5,6,7
385,K6,K,808,825,2024-03-31,2024-10-26,0204000,0,203,321,REP,REP,5:55,6:40,5:55,6:40,REP,REP,JJ,,2,,4,,,
386,K6,K,808,825,2024-03-31,2024-10-26,0030507,0,203,321,REP,REP,6:05,6:40,6:05,6:40,REP,REP,JJ,,,3,,5,,7
387,K6,K,812,813,2024-03-31,2024-10-26,1234567,0,203,321,PNH,PNH,0:50,1:30,0:50,1:30,PNH,PNH,JJ,1,2,3,4,5,6,7
388,K6,K,816,819,2024-03-31,2024-10-26,1204567,0,203,321,PNH,PNH,10:55,11:30,10:55,11:30,PNH,PNH,JJ,1,2,,4,5,6,7
389,K6,K,818,839,2024-03-31,2024-10-26,1234567,1,203,321,PNH,PNH,15:10,0:55,15:10,0:55,KOS,KOS,JJ,1,2,3,4,5,6,7
390,K6,K,824,829,2024-03-31,2024-10-26,0004000,0,203,321,REP,REP,8:05,9:05,8:05,9:05,REP,REP,JJ,,,,4,,,
391,K6,K,824,829,2024-03-31,2024-06-24,1000000,0,203,321,REP,REP,8:05,9:05,8:05,9:05,REP,REP,JJ,1,,,,,,
392,K6,K,824,829,2024-03-31,2024-04-17,0230000,0,203,321,REP,REP,7:55,8:55,7:55,8:55,REP,REP,JJ,,2,3,,,,
393,K6,K,824,829,2024-03-31,2024-10-26,0000500,0,203,321,REP,REP,4:05,5:05,4:05,5:05,REP,REP,JJ,,,,,5,,
394,K6,K,824,829,2024-03-31,2024-08-24,0000060,0,203,321,REP,REP,7:50,9:05,7:50,9:05,REP,REP,JJ,,,,,,6,
395,K6,K,824,829,2024-03-31,2024-08-25,0000007,0,203,321,REP,REP,9:00,9:55,9:00,9:55,REP,REP,JJ,,,,,,,7
396,K6,K,828,809,2024-03-31,2024-10-26,0200500,1,203,321,REP,REP,16:00,0:20,16:00,0:20,REP,REP,JJ,,2,,,5,,
397,K6,K,828,809,2024-03-31,2024-08-31,1000007,1,203,321,REP,REP,16:00,0:20,16:00,0:20,REP,REP,JJ,1,,,,,,7
398,K6,K,828,809,2024-03-31,2024-10-26,0004000,1,203,321,REP,REP,15:55,0:10,15:55,0:10,REP,REP,JJ,,,,4,,,
399,K6,K,828,809,2024-03-31,2024-08-24,0000060,1,203,321,REP,REP,15:55,0:10,15:55,0:10,REP,REP,JJ,,,,,,6,
400,K6,K,828,809,2024-03-31,2024-08-28,0030000,1,203,321,REP,REP,16:00,0:20,16:00,0:20,REP,REP,JJ,,,3,,,,
401,K6,K,808,,2024-03-31,2024-10-26,1000000,0,203,321,REP,REP,4:10,,4:10,,,,J,1,,,,,,
402,K6,K,808,,2024-03-31,2024-10-26,0000060,0,203,321,REP,REP,5:55,,5:55,,,,J,,,,,,6,
403,K6,K,816,,2024-03-31,2024-10-26,0030000,0,203,321,PNH,PNH,10:55,,10:55,,,,J,,,3,,,,
404,K6,K,,825,2024-03-31,2024-10-26,1000000,0,203,321,,,,5:05,,5:05,REP,REP,J,1,,,,,,
405,K6,K,,825,2024-03-31,2024-10-26,0000060,0,203,321,,,,6:40,,6:40,REP,REP,J,,,,,,6,
406,K6,K,,819,2024-03-31,2024-06-19,0030000,0,203,321,,,,11:30,,11:30,PNH,PNH,J,,,3,,,,
407,K6,K,824,829,2024-05-07,2024-10-23,0230000,0,203,321,REP,REP,7:55,8:55,7:55,8:55,REP,REP,JJ,,2,3,,,,
408,K6,K,,819,2024-06-26,2024-09-04,0030000,0,203,321,,,,12:00,,12:00,PNH,PNH,J,,,3,,,,
409,K6,K,824,829,2024-07-01,2024-10-21,1000000,0,203,321,REP,REP,7:55,8:55,7:55,8:55,REP,REP,JJ,1,,,,,,
410,K6,K,828,809,2024-09-03,2024-10-21,1000007,1,203,321,REP,REP,16:00,0:20,16:00,0:20,REP,REP,JJ,1,,,,,,7
411,K6,K,828,809,2024-09-07,2024-10-26,0000060,1,203,321,REP,REP,16:00,0:20,16:00,0:20,REP,REP,JJ,,,,,,6,
412,K6,K,824,829,2024-09-07,2024-10-26,0000060,0,203,321,REP,REP,7:50,9:05,7:50,9:05,REP,REP,JJ,,,,,,6,
413,K6,K,824,829,2024-09-08,2024-10-20,0000007,0,203,321,REP,REP,9:00,9:55,9:00,9:55,REP,REP,JJ,,,,,,,7
414,K6,K,828,809,2024-09-11,2024-10-23,0030000,1,203,321,REP,REP,16:00,0:20,16:00,0:20,REP,REP,JJ,,,3,,,,
415,KE,K,477,478,2024-03-31,2024-10-25,1234567,1,182,32Q,ICN,ICN,16:05,0:50,16:05,0:50,ICN,ICN,JJ,1,2,3,4,5,6,7
416,KE,K,475,476,2024-03-31,2024-10-26,1234567,0,291,77W,ICN,ICN,15:05,16:45,15:05,16:45,ICN,ICN,JJ,1,2,3,4,5,6,7
417,KE,K,469,470,2024-03-31,2024-10-26,1234567,0,325,781,ICN,ICN,5:35,6:55,5:35,6:55,ICN,ICN,JJ,1,2,3,4,5,6,7
418,KE,K,,352,2024-03-31,2024-10-20,0000007,0,0,77X,,,,7:00,,7:00,ICN,ICN,F,,,,,,,7
419,KE,K,341,342,2024-04-02,2024-10-22,0200000,1,0,77X,ICN,PEN,22:55,0:45,22:55,0:45,ICN,ICN,FF,,2,,,,,
420,KE,K,341,342,2024-04-05,2024-10-25,0000500,0,0,77X,ICN,PEN,2:10,4:10,2:10,4:10,ICN,ICN,FF,,,,,5,,
421,KE,K,351,,2024-04-07,2024-10-20,0000007,0,0,77X,ICN,BKK,4:20,,4:20,,,,F,,,,,,,7
422,KR,K,733,734,2024-03-31,2024-10-26,0204060,0,180,320,PNH,PNH,13:30,14:30,13:30,14:30,PNH,PNH,JJ,,2,,4,,6,
423,KT,K,850,851,2024-03-31,2024-10-26,0004000,0,180,320,PNH,PNH,7:25,8:00,7:25,8:00,PNH,PNH,JJ,,,,4,,,
424,KT,K,850,851,2024-03-31,2024-06-23,0000007,0,180,320,PNH,PNH,9:55,10:25,9:55,10:25,PNH,PNH,JJ,,,,,,,7
425,KT,K,850,851,2024-06-08,2024-10-26,0000060,0,180,320,PNH,PNH,7:15,7:55,7:15,7:55,PNH,PNH,JJ,,,,,,6,
426,LD,K,561,562,2024-03-31,2024-10-26,0004000,1,0,33F,HKG,HKG,22:10,15:00,22:10,15:00,HKG,HKG,FF,,,,4,,,
427,LD,K,572,572,2024-03-31,2024-10-26,0000060,0,0,33F,PEN,PEN,2:30,14:00,2:30,14:00,HKG,HKG,FF,,,,,,6,
428,LD,K,561,561,2024-03-31,2024-10-26,0000060,1,0,33F,HKG,HKG,23:25,0:35,23:25,0:35,PEN,PEN,FF,,,,,,6,
429,LD,K,562,562,2024-03-31,2024-10-26,1000000,0,0,33F,PEN,PEN,13:15,15:00,13:15,15:00,HKG,HKG,FF,1,,,,,,
430,LD,K,561,562,2024-03-31,2024-10-26,1230000,1,0,33F,HKG,HKG,22:10,14:50,22:10,14:50,HKG,HKG,FF,1,2,3,,,,
431,LJ,K,95,96,2024-06-27,2024-09-05,1234567,0,189,738,ICN,ICN,15:05,16:00,15:05,16:00,ICN,ICN,JJ,1,2,3,4,5,6,7
432,LJ,K,95,96,2024-09-06,2024-10-26,1234567,0,189,738,ICN,ICN,13:15,14:15,13:15,14:15,ICN,ICN,JJ,1,2,3,4,5,6,7
433,MF,K,841,842,2024-03-31,2024-10-25,1234567,1,169,738,XMN,XMN,15:00,1:00,15:00,1:00,XMN,XMN,JJ,1,2,3,4,5,6,7
434,MF,K,893,894,2024-03-31,2024-10-24,0204007,0,169,738,XMN,XMN,4:25,5:25,4:25,5:25,XMN,XMN,JJ,,2,,4,,,7
435,MF,K,893,894,2024-04-01,2024-10-26,1030560,0,169,738,XMN,XMN,10:05,11:05,10:05,11:05,XMN,XMN,JJ,1,,3,,5,6,
436,MF,K,841,,2024-10-26,2024-10-26,0000060,0,169,738,XMN,XMN,15:00,,15:00,,,,J,,,,,,6,
437,MH,K,750,751,2024-03-31,2024-05-10,1234507,0,174,738,KUL,KUL,3:00,4:00,3:00,4:00,KUL,KUL,JJ,1,2,3,4,5,,7
438,MH,K,758,759,2024-03-31,2024-10-26,1234567,0,174,738,KUL,KUL,8:40,9:40,8:40,9:40,KUL,KUL,JJ,1,2,3,4,5,6,7
439,MH,K,766,767,2024-03-31,2024-10-26,1034067,0,174,738,KUL,KUL,11:50,12:40,11:50,12:40,KUL,KUL,JJ,1,,3,4,,6,7
440,MH,K,766,767,2024-03-31,2024-04-01,0200500,0,174,738,KUL,KUL,11:50,12:40,11:50,12:40,KUL,KUL,JJ,,2,,,5,,
441,MH,K,750,751,2024-04-06,2024-05-04,0000060,0,174,738,KUL,KUL,3:00,4:00,3:00,4:00,KUL,KUL,JJ,,,,,,6,
442,MH,K,766,767,2024-05-01,2024-10-26,0200000,0,174,738,KUL,KUL,11:50,12:40,11:50,12:40,KUL,KUL,JJ,,2,,,,,
443,MH,K,766,767,2024-05-01,2024-05-02,0000500,0,174,738,KUL,KUL,11:50,12:40,11:50,12:40,KUL,KUL,JJ,,,,,5,,
444,MH,K,750,751,2024-05-11,2024-10-26,1234567,0,174,738,KUL,KUL,3:00,4:00,3:00,4:00,KUL,KUL,JJ,1,2,3,4,5,6,7
445,MH,K,766,767,2024-07-06,2024-10-26,0000500,0,174,738,KUL,KUL,11:50,12:40,11:50,12:40,KUL,KUL,JJ,,,,,5,,
446,MU,K,281,282,2024-03-31,2024-10-26,1234567,0,156,32N,PVG,PVG,18:35,19:35,18:35,19:35,PVG,PVG,JJ,1,2,3,4,5,6,7
447,MU,K,9633,9634,2024-03-31,2024-10-25,0030000,0,168,738,KMG,KMG,12:10,13:10,12:10,13:10,KMG,KMG,JJ,,,3,,,,
448,MU,K,9633,9634,2024-03-31,2024-10-25,1000000,0,168,738,KMG,KMG,11:50,12:50,11:50,12:50,KMG,KMG,JJ,1,,,,,,
449,MU,K,9633,9634,2024-03-31,2024-10-25,0000500,0,168,738,KMG,KMG,10:50,11:50,10:50,11:50,KMG,KMG,JJ,,,,,5,,
450,MU,K,9633,9634,2024-03-31,2024-10-25,0000007,0,168,738,KMG,KMG,9:50,11:00,9:50,11:00,KMG,KMG,JJ,,,,,,,7
451,MU,K,9633,9634,2024-04-02,2024-10-26,0204060,0,168,738,KMG,KMG,11:10,12:10,11:10,12:10,KMG,KMG,JJ,,2,,4,,6,
452,NH,K,891,892,2024-03-31,2024-10-26,1234567,0,294,781,HND,HND,14:25,15:45,14:25,15:45,HND,HND,JJ,1,2,3,4,5,6,7
453,NH,K,833,834,2024-03-31,2024-10-26,1234567,1,246,789,NRT,NRT,16:45,0:00,16:45,0:00,NRT,NRT,JJ,1,2,3,4,5,6,7
454,OQ,K,2395,2396,2024-03-31,2024-10-26,1030507,0,165,320,CKG,CKG,18:40,19:40,18:40,19:40,CKG,CKG,JJ,1,,3,,5,,7
455,OZ,K,731,732,2024-03-31,2024-10-26,1234567,0,171,321,ICN,ICN,4:05,5:05,4:05,5:05,ICN,ICN,JJ,1,2,3,4,5,6,7
456,OZ,K,735,736,2024-03-31,2024-10-26,1234567,0,290,333,ICN,ICN,15:40,17:10,15:40,17:10,ICN,ICN,JJ,1,2,3,4,5,6,7
457,OZ,K,393,394,2024-03-31,2024-10-26,0000060,0,0,74Y,ICN,SIN,11:50,13:50,11:50,13:50,ICN,ICN,FF,,,,,,6,
458,PR,K,591,592,2024-03-31,2024-10-26,1234060,0,370,77W,MNL,MNL,1:30,2:30,1:30,2:30,MNL,MNL,JJ,1,2,3,4,,6,
459,PR,K,597,,2024-03-31,2024-10-26,0030507,0,370,77W,MNL,MNL,7:30,,7:30,,,,J,,,3,,5,,7
460,PR,K,,598,2024-03-31,2024-10-26,0000007,0,370,77W,,,,8:35,,8:35,MNL,MNL,J,,,,,,,7
461,PR,K,,598,2024-03-31,2024-06-28,0030500,0,370,77W,,,,8:30,,8:30,MNL,MNL,J,,,3,,5,,
462,PR,K,,598,2024-07-03,2024-08-28,0030000,0,370,77W,,,,9:00,,9:00,MNL,MNL,J,,,3,,,,
463,PR,K,,598,2024-07-03,2024-08-28,0000500,0,370,77W,,,,7:50,,7:50,MNL,MNL,J,,,,,5,,
464,PR,K,,598,2024-09-04,2024-10-26,0030500,0,370,77W,,,,8:30,,8:30,MNL,MNL,J,,,3,,5,,
465,QH,K,,307,2024-03-31,2024-04-03,0004000,0,192,321,,,,2:20,,2:20,SIN,SIN,J,,,,4,,,
466,QH,K,308,,2024-03-31,2024-04-03,0004000,0,192,321,SIN,SIN,8:15,,8:15,,,,J,,,,4,,,
467,QH,K,171,,2024-03-31,2024-03-31,1000000,0,198,321,DAD,DAD,10:55,,10:55,,,,J,1,,,,,,
468,QH,K,1143,,2024-03-31,2024-04-01,0204060,0,192,321,VDH,VDH,15:40,,15:40,,,,G,,2,,4,,6,
469,QH,K,191,,2024-03-31,2024-10-26,1234567,0,198,321,DAD,DAD,16:50,,16:50,,,,J,1,2,3,4,5,6,7
470,QH,K,,1041,2024-03-31,2024-04-04,0000500,0,98,E90,,,,23:35,,23:35,VCS,VCS,J,,,,,5,,
471,QH,K,,1122,2024-03-31,2024-10-26,1234567,0,198,321,,,,0:20,,0:20,UIH,UIH,J,1,2,3,4,5,6,7
472,QH,K,,1154,2024-03-31,2024-10-26,1234567,0,170,320,,,,12:20,,12:20,VII,VII,J,1,2,3,4,5,6,7
473,QH,K,,1312,2024-03-31,2024-10-26,1234567,0,192,321,,,,2:35,,2:35,CXR,CXR,J,1,2,3,4,5,6,7
474,QH,K,,1540,2024-03-31,2024-10-26,1234567,0,198,321,,,,1:10,,1:10,HPH,HPH,J,1,2,3,4,5,6,7
475,QH,K,1153,,2024-03-31,2024-03-31,1030060,0,198,321,VII,VII,9:10,,9:10,,,,J,1,,3,,,6,
476,QH,K,1155,,2024-03-31,2024-03-31,1030500,0,192,321,VII,VII,16:55,,16:55,,,,J,1,,3,,5,,
477,QH,K,1173,,2024-03-31,2024-04-02,0030500,0,198,321,THD,THD,11:40,,11:40,,,,J,,,3,,5,,
478,QH,K,1044,,2024-03-31,2024-03-31,1030500,0,98,E90,VCS,VCS,2:35,,2:35,,,,J,1,,3,,5,,
479,QH,K,,1172,2024-03-31,2024-03-31,1230560,0,192,321,,,,6:40,,6:40,THD,THD,J,1,2,3,,5,6,
480,QH,K,1042,,2024-03-31,2024-04-01,0200000,0,98,E90,VCS,VCS,7:50,,7:50,,,,J,,2,,,,,
481,QH,K,1042,,2024-03-31,2024-04-03,0004000,0,98,E90,VCS,VCS,7:45,,7:45,,,,J,,,,4,,,
482,QH,K,1042,,2024-03-31,2024-04-05,0000060,0,98,E90,VCS,VCS,7:35,,7:35,,,,J,,,,,,6,
483,QH,K,1321,,2024-03-31,2024-03-31,1034500,0,192,321,DLI,DLI,11:50,,11:50,,,,J,1,,3,4,5,,
484,QH,K,255,,2024-03-31,2024-04-01,0204560,0,192,321,HAN,HAN,12:35,,12:35,,,,J,,2,,4,5,6,
485,QH,K,,1523,2024-03-31,2024-03-31,1230060,0,192,321,,,,13:10,,13:10,PQC,PQC,J,1,2,3,,,6,
486,QH,K,,1523,2024-03-31,2024-04-03,0004000,0,192,321,,,,12:55,,12:55,PQC,PQC,J,,,,4,,,
487,QH,K,,164,2024-03-31,2024-10-26,1234567,0,170,320,,,,7:50,,7:50,DAD,DAD,J,1,2,3,4,5,6,7
488,QH,K,1155,,2024-03-31,2024-10-26,0204067,0,198,321,VII,VII,16:35,,16:35,,,,J,,2,,4,,6,7
489,QH,K,1173,,2024-03-31,2024-10-26,1204067,0,192,321,THD,THD,10:55,,10:55,,,,J,1,2,,4,,6,7
490,QH,K,,170,2024-03-31,2024-10-26,1234567,0,198,321,,,,13:40,,13:40,DAD,DAD,J,1,2,3,4,5,6,7
491,QH,K,,202,2024-03-31,2024-10-26,1234567,0,192,321,,,,22:45,,22:45,HAN,HAN,J,1,2,3,4,5,6,7
492,QH,K,,204,2024-03-31,2024-10-26,1000060,0,192,321,,,,0:45,,0:45,HAN,HAN,J,1,,,,,6,
493,QH,K,,224,2024-03-31,2024-10-26,1234567,0,192,321,,,,3:40,,3:40,HAN,HAN,J,1,2,3,4,5,6,7
494,QH,K,,252,2024-03-31,2024-10-26,1234567,0,192,321,,,,11:40,,11:40,HAN,HAN,J,1,2,3,4,5,6,7
495,QH,K,,254,2024-03-31,2024-10-26,1204060,0,192,321,,,,7:20,,7:20,HAN,HAN,J,1,2,,4,,6,
496,QH,K,,262,2024-03-31,2024-10-26,1034507,0,192,321,,,,12:30,,12:30,HAN,HAN,J,1,,3,4,5,,7
497,QH,K,,278,2024-03-31,2024-10-26,1234567,0,192,321,,,,13:35,,13:35,HAN,HAN,J,1,2,3,4,5,6,7
498,QH,K,,290,2024-03-31,2024-10-26,1234567,0,192,321,,,,15:05,,15:05,HAN,HAN,J,1,2,3,4,5,6,7
499,QH,K,255,,2024-03-31,2024-10-26,0034500,0,192,321,HAN,HAN,11:35,,11:35,,,,J,,,3,4,5,,
500,QH,K,275,,2024-03-31,2024-10-26,1234567,0,98,190,HAN,HAN,14:20,,14:20,,,,J,1,2,3,4,5,6,7
501,QH,K,281,,2024-03-31,2024-10-26,1234567,0,192,321,HAN,HAN,16:35,,16:35,,,,J,1,2,3,4,5,6,7
502,QH,K,201,,2024-03-31,2024-10-26,1234567,0,192,321,HAN,HAN,1:30,,1:30,,,,J,1,2,3,4,5,6,7
503,QH,K,203,,2024-03-31,2024-10-26,1034500,0,192,321,HAN,HAN,2:55,,2:55,,,,J,1,,3,4,5,,
504,QH,K,211,,2024-03-31,2024-10-26,1234567,0,192,321,HAN,HAN,5:50,,5:50,,,,J,1,2,3,4,5,6,7
505,QH,K,157,,2024-03-31,2024-10-26,0234567,0,170,320,DAD,DAD,7:25,,7:25,,,,J,,2,3,4,5,6,7
506,QH,K,165,,2024-04-01,2024-10-26,1000000,0,192,321,DAD,DAD,10:55,,10:55,,,,J,1,,,,,,
507,QH,K,,168,2024-04-01,2024-10-26,1000000,0,192,321,,,,11:35,,11:35,DAD,DAD,J,1,,,,,,
508,QH,K,1155,,2024-04-01,2024-10-26,1030500,0,192,321,VII,VII,16:35,,16:35,,,,J,1,,3,,5,,
509,QH,K,,1172,2024-04-01,2024-10-26,1230560,0,192,321,,,,6:25,,6:25,THD,THD,J,1,2,3,,5,6,
510,QH,K,1173,,2024-04-03,2024-10-26,0030500,0,198,321,THD,THD,11:00,,11:00,,,,J,,,3,,5,,
511,QH,K,,1152,2024-05-04,2024-08-27,1234567,0,198,321,,,,23:50,,23:50,VII,VII,J,1,2,3,4,5,6,7
512,QH,K,,1550,2024-05-05,2024-08-28,0030507,0,192,321,,,,10:55,,10:55,HPH,HPH,J,,,3,,5,,7
513,QH,K,1551,,2024-05-05,2024-08-28,1234567,0,192,321,HPH,HPH,15:40,,15:40,,,,J,1,2,3,4,5,6,7
514,QH,K,1153,,2024-05-05,2024-08-28,1234567,0,192,321,VII,VII,4:35,,4:35,,,,J,1,2,3,4,5,6,7
515,QH,K,,240,2024-05-05,2024-08-28,1234567,0,192,321,,,,5:15,,5:15,HAN,HAN,J,1,2,3,4,5,6,7
516,QH,K,245,,2024-05-05,2024-08-28,1234567,0,192,321,HAN,HAN,10:15,,10:15,,,,J,1,2,3,4,5,6,7
517,QH,K,,1152,2024-10-01,2024-10-26,1234567,0,198,321,,,,23:50,,23:50,VII,VII,J,1,2,3,4,5,6,7
518,QR,K,974,975,2024-03-31,2024-10-25,0000500,0,412,77W,DOH,DOH,16:00,18:00,16:00,18:00,DOH,DOH,JJ,,,,,5,,
519,QR,K,974,975,2024-03-31,2024-06-02,0000007,0,412,77W,DOH,DOH,11:55,14:50,11:55,14:50,DOH,DOH,JJ,,,,,,,7
520,QR,K,8970,8971,2024-03-31,2024-10-20,0000007,0,0,77X,DOH,DOH,19:45,21:45,19:45,21:45,DOH,DOH,FF,,,,,,,7
521,QR,K,970,970,2024-03-31,2024-10-26,1234567,0,412,77W,DOH,DOH,7:05,8:30,7:05,8:30,PNH,PNH,JJ,1,2,3,4,5,6,7
522,QR,K,971,971,2024-03-31,2024-10-26,1234567,0,412,77W,PNH,PNH,11:35,13:00,11:35,13:00,DOH,DOH,JJ,1,2,3,4,5,6,7
523,QR,K,974,975,2024-04-01,2024-10-23,1030000,0,412,77W,DOH,DOH,0:55,7:00,0:55,7:00,DOH,DOH,JJ,1,,3,,,,
524,QR,K,8970,,2024-04-03,2024-10-23,0030000,0,0,77X,DOH,DOH,19:05,,19:05,,,,F,,,3,,,,
525,QR,K,,8971,2024-04-03,2024-10-23,0030000,0,0,77X,,,,21:05,,21:05,DOH,DOH,F,,,3,,,,
526,QR,K,8968,8969,2024-04-04,2024-10-24,0004000,0,0,77X,DOH,DOH,19:45,21:45,19:45,21:45,DOH,DOH,FF,,,,4,,,
527,QR,K,8968,8969,2024-04-06,2024-10-26,0000060,0,0,77X,DOH,DOH,19:25,21:25,19:25,21:25,DOH,DOH,FF,,,,,,6,
528,QR,K,974,975,2024-04-06,2024-10-26,0204060,0,412,77W,DOH,DOH,0:55,2:35,0:55,2:35,DOH,DOH,JJ,,2,,4,,6,
529,QR,K,974,975,2024-08-11,2024-10-25,0000007,0,412,77W,DOH,DOH,11:55,14:50,11:55,14:50,DOH,DOH,JJ,,,,,,,7
530,QV,K,515,516,2024-03-31,2024-10-26,0204060,0,70,AT7,VTE,PKZ,4:20,5:00,4:20,5:00,PKZ,VTE,JJ,,2,,4,,6,
531,QZ,K,290,291,2024-03-31,2024-10-25,0000500,0,180,320,CGK,CGK,7:35,8:25,7:35,8:25,CGK,CGK,JJ,,,,,5,,
532,QZ,K,290,291,2024-07-01,2024-10-23,1030007,0,180,320,CGK,CGK,8:50,9:20,8:50,9:20,CGK,CGK,JJ,1,,3,,,,7
533,RH,K,319,320,2024-03-31,2024-10-26,0204060,0,0,33X,HKG,HKG,17:35,19:05,17:35,19:05,HKG,HKG,HH,,2,,4,,6,
534,RH,K,319,320,2024-03-31,2024-10-26,0030500,0,0,33X,HKG,HKG,17:35,19:05,17:35,19:05,HKG,HKG,HH,,,3,,5,,
535,RH,K,319,320,2024-03-31,2024-10-26,0000007,0,0,33X,HKG,HKG,17:35,19:05,17:35,19:05,HKG,HKG,HH,,,,,,,7
536,SC,K,8073,8074,2024-03-31,2024-10-26,1234567,0,166,738,TNA,TNA,16:20,17:20,16:20,17:20,TNA,TNA,JJ,1,2,3,4,5,6,7
537,SQ,K,184,183,2024-03-31,2024-10-26,1030567,0,303,359,SIN,SIN,7:40,8:55,7:40,8:55,SIN,SIN,JJ,1,,3,,5,6,7
538,SQ,K,178,177,2024-03-31,2024-10-26,1234567,0,337,781,SIN,SIN,3:55,5:20,3:55,5:20,SIN,SIN,JJ,1,2,3,4,5,6,7
539,SQ,K,186,185,2024-03-31,2024-10-26,1234567,0,337,781,SIN,SIN,11:25,12:40,11:25,12:40,SIN,SIN,JJ,1,2,3,4,5,6,7
540,SU,K,292,293,2024-04-01,2024-10-24,1004000,0,402,77W,SVO,SVO,2:00,3:55,2:00,3:55,SVO,SVO,JJ,1,,,4,,,
541,SU,K,292,293,2024-04-06,2024-10-26,0000060,0,316,359,SVO,SVO,1:50,3:45,1:50,3:45,SVO,SVO,JJ,,,,,,6,
542,T5,K,651,652,2024-03-31,2024-10-26,0200000,0,291,77L,ASB,ASB,18:30,20:30,18:30,20:30,ASB,ASB,JJ,,2,,,,,
543,T5,K,655,656,2024-03-31,2024-10-26,0000500,0,291,77L,ASB,ASB,18:30,20:30,18:30,20:30,ASB,ASB,JJ,,,,,5,,
544,T5,K,657,658,2024-03-31,2024-10-26,0000007,0,291,77L,ASB,ASB,7:20,9:20,7:20,9:20,ASB,ASB,JJ,,,,,,,7
545,T5,K,653,654,2024-04-04,2024-10-24,0004000,0,291,77L,ASB,ASB,10:20,12:20,10:20,12:20,ASB,ASB,JJ,,,,4,,,
546,TG,K,550,551,2024-03-31,2024-10-26,1234567,0,256,788,BKK,BKK,2:05,3:05,2:05,3:05,BKK,BKK,JJ,1,2,3,4,5,6,7
547,TG,K,556,557,2024-03-31,2024-10-26,1234567,0,256,788,BKK,BKK,12:05,13:10,12:05,13:10,BKK,BKK,JJ,1,2,3,4,5,6,7
548,TH,K,9315,231,2024-03-31,2024-10-26,0030060,0,0,76X,HAN,HAN,18:10,19:20,18:10,19:20,KUL,KUL,PF,,,3,,,6,
549,TK,K,162,163,2024-04-01,2024-10-21,1000000,0,329,359,IST,IST,9:20,14:55,9:20,14:55,IST,IST,JJ,1,,,,,,
550,TK,K,162,,2024-04-02,2024-06-25,0200000,0,329,359,IST,IST,9:25,,9:25,,,,J,,2,,,,,
551,TK,K,,163,2024-04-02,2024-06-25,0200000,0,329,359,,,,15:05,,15:05,IST,IST,J,,2,,,,,
552,TK,K,162,163,2024-04-03,2024-05-01,0030000,0,329,359,IST,IST,9:20,14:55,9:20,14:55,IST,IST,JJ,,,3,,,,
553,TK,K,162,163,2024-04-04,2024-10-26,0004060,0,329,359,IST,IST,9:25,14:55,9:25,14:55,IST,IST,JJ,,,,4,,6,
554,TK,K,6182,6183,2024-04-04,2024-10-24,0004000,0,0,77X,IST,KUL,18:05,20:05,18:05,20:05,KHI,IST,FF,,,,4,,,
555,TK,K,6470,,2024-04-06,2024-10-26,0000060,0,0,77X,IST,KUL,13:00,,13:00,,,,F,,,,,,6,
556,TK,K,,6471,2024-04-06,2024-10-26,0000060,0,0,77X,,,,15:00,,15:00,KHI,IST,F,,,,,,6,
557,TK,K,162,163,2024-05-08,2024-10-23,0030000,0,329,359,IST,IST,9:25,15:05,9:25,15:05,IST,IST,JJ,,,3,,,,
558,TK,K,162,163,2024-07-02,2024-07-09,0200000,0,329,359,IST,IST,9:25,15:05,9:25,15:05,IST,IST,JJ,,2,,,,,
559,TK,K,162,163,2024-07-12,2024-10-25,0000500,0,329,359,IST,IST,9:25,15:05,9:25,15:05,IST,IST,JJ,,,,,5,,
560,TK,K,162,163,2024-07-14,2024-10-20,0000007,0,329,359,IST,IST,9:25,15:05,9:25,15:05,IST,IST,JJ,,,,,,,7
561,TK,K,162,,2024-07-16,2024-10-22,0200000,0,329,359,IST,IST,9:25,,9:25,,,,J,,2,,,,,
562,TK,K,,163,2024-07-16,2024-10-22,0200000,0,329,359,,,,15:05,,15:05,IST,IST,J,,2,,,,,
563,TR,K,302,303,2024-03-31,2024-10-26,1234567,0,236,32Q,SIN,SIN,9:45,10:30,9:45,10:30,SIN,SIN,JJ,1,2,3,4,5,6,7
564,TR,K,304,305,2024-03-31,2024-10-26,1234560,0,236,32Q,SIN,SIN,1:15,2:05,1:15,2:05,SIN,SIN,JJ,1,2,3,4,5,6,
565,TR,K,306,307,2024-03-31,2024-10-26,1004067,0,236,32Q,SIN,SIN,7:25,8:15,7:25,8:15,SIN,SIN,JJ,1,,,4,,6,7
566,TR,K,304,305,2024-03-31,2024-10-26,0000007,0,236,32Q,SIN,SIN,1:15,1:55,1:15,1:55,SIN,SIN,JJ,,,,,,,7
567,TR,K,306,,2024-04-02,2024-10-23,0230000,0,186,32N,SIN,SIN,7:30,,7:30,,,,J,,2,3,,,,
568,TR,K,,307,2024-04-02,2024-10-23,0230000,0,186,32N,,,,8:15,,8:15,SIN,SIN,J,,2,3,,,,
569,TR,K,306,307,2024-04-05,2024-10-25,0000500,0,186,32N,SIN,SIN,7:25,8:15,7:25,8:15,SIN,SIN,JJ,,,,,5,,
570,TW,K,121,122,2024-03-31,2024-10-26,1204560,0,189,738,ICN,ICN,14:35,15:35,14:35,15:35,ICN,ICN,JJ,1,2,,4,5,6,
